,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
11238,218297570,t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer,4.0,2.0,2.0,0.0,0.0,T3 Tourmaline 83808 Hair Dryer,Was very skeptical about buying a hair dyer that is expensive but it does do the job more quickly than the lower priced hair dryers. It is also lightweight and does not dry your hair out.,2007-08-01,T3 Tourmaline 83808 Hair Dryer Was very skeptical about buying a hair dyer that is expensive but it does do the job more quickly than the lower priced hair dryers. It is also lightweight and does not dry your hair out.,41,neu,2.8866666666666667,1.0,0.000259000259000259,0.0008254798636143203
11242,197856712,andis 1600w quiet hangup hair dryer with night light,4.0,1.0,1.0,0.0,0.0,Great,"The product was exactly as described and works great.  We placed it in our guest bath and not only do they have a hair dryer, but a night light as well.  Thanks.",2007-07-27,"Great The product was exactly as described and works great.  We placed it in our guest bath and not only do they have a hair dryer, but a night light as well.  Thanks.",33,neu,3.816666666666667,1.0,0.0001295001295001295,0.0004964094892070153
11243,685652978,conair soft bonnet hair dryer 1 ea,3.0,4.0,4.0,0.0,0.0,conair,"I really like the Conair hair dryer. It doesn't limit my movements when I have the bonnet on. I can do other things like read, or use my computer because the heat isn't coming down on my neck and my ears. I do with that the bonnet was larger though, because I use big rollers and it is a hassle putting on the bonnet.",2007-07-19,"conair I really like the Conair hair dryer. It doesn't limit my movements when I have the bonnet on. I can do other things like read, or use my computer because the heat isn't coming down on my neck and my ears. I do with that the bonnet was larger though, because I use big rollers and it is a hassle putting on the bonnet.",65,neu,2.9677777777777776,1.0,0.000518000518000518,0.0015325908129850427
11244,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,1.0,1.0,0.0,0.0,Almost perfect,"Searched for this dryer after trying it in a hotel and loving how great my hair looked.  Still happy with the way it dries my hair, but have found the same problem others have with the retractable cord.  It worked great for a month and now will not retract.  A bit of a nuisance that spoils overall satisfaction, but still worth buying.",2007-07-15,"Almost perfect Searched for this dryer after trying it in a hotel and loving how great my hair looked.  Still happy with the way it dries my hair, but have found the same problem others have with the retractable cord.  It worked great for a month and now will not retract.  A bit of a nuisance that spoils overall satisfaction, but still worth buying.",64,pos,4.075,1.0,0.0001295001295001295,0.0005222881585474476
11246,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,2.0,88.0,96.0,0.0,0.0,Bespoke Labs T3 SE Ionic Hair Dryer,"I was unable to keep this product due to the fact that the products box was not sealed and there was not a serial code attached to the hair dryer.  This code is necessary in order to register it for it's 5 yr warranty.  When I informed Amazon of this problem, they sent me another one, and this too did not have a seal and bar code.  This only leads me to wonder where are these dryers coming from?",2007-07-13,"Bespoke Labs T3 SE Ionic Hair Dryer I was unable to keep this product due to the fact that the products box was not sealed and there was not a serial code attached to the hair dryer.  This code is necessary in order to register it for it's 5 yr warranty.  When I informed Amazon of this problem, they sent me another one, and this too did not have a seal and bar code.  This only leads me to wonder where are these dryers coming from?",86,neg,2.6875,0.9166666666666666,0.010446343779677111,0.025858297260708863
11249,588999286,"hot tools professional 800 watt ionic soft bonnet hair dryer, black & white",2.0,16.0,17.0,0.0,0.0,It burned out in 6 months,"I bought it in the middle of December 2006.  Today June 18, 2007, I turned it on to use it and it burned out and smoke was coming from the vents.  The plastic around the slot the tube goes into broke twice..had no choice but to stitch it with thread to keep it attached to the plastic cap.  So disappointed with this product.  Don't buy it.  Better to spend the money and buy professional.  This product is not worth the 40something dollars I paid for it.",2007-06-18,"It burned out in 6 months I bought it in the middle of December 2006.  Today June 18, 2007, I turned it on to use it and it burned out and smoke was coming from the vents.  The plastic around the slot the tube goes into broke twice..had no choice but to stitch it with thread to keep it attached to the plastic cap.  So disappointed with this product.  Don't buy it.  Better to spend the money and buy professional.  This product is not worth the 40something dollars I paid for it.",92,neu,2.88,0.9411764705882353,0.0019501195971784206,0.0050971680630522535
11251,670161917,andis micro turbo hair dryer,4.0,5.0,6.0,0.0,0.0,Essential for travel overseas,"If you depend on a hair dryer to style, and you are going overseas, this product is a must.  Compact, rather powerful, and has a dual voltage feature.  Definitely well worth it, and very affordable too.",2007-06-13,"Essential for travel overseas If you depend on a hair dryer to style, and you are going overseas, this product is a must.  Compact, rather powerful, and has a dual voltage feature.  Definitely well worth it, and very affordable too.",40,neu,3.32,0.8333333333333334,0.0005395838729172062,0.0018830927474685066
11252,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,0.0,0.0,0.0,0.0,Great until it broke,"This hair dryer was awesome until it broke after only about a year of use. Still a pretty good price, but I won't buy the same item for fear that it will break again.",2007-06-12,"Great until it broke This hair dryer was awesome until it broke after only about a year of use. Still a pretty good price, but I won't buy the same item for fear that it will break again.",38,neu,3.9166666666666665,0.0,0.0,0.0
11255,197856712,andis 1600w quiet hangup hair dryer with night light,4.0,1.0,1.0,0.0,0.0,Awesome Hair Dryer,"I have been using the hair dryer for almost a month.  It works great and has nice features like the cool air blast and the night light.  To me, it is a lot quieter than my old dryer, and mounting it on the wall only took a few minutes. The night light is perfect for the size of bathroom it is in.  If the motor lasts longer than 3 mos. (which is all my Jerdon dryer lasted,) this is an excellent product!!!!",2007-06-08,"Awesome Hair Dryer I have been using the hair dryer for almost a month.  It works great and has nice features like the cool air blast and the night light.  To me, it is a lot quieter than my old dryer, and mounting it on the wall only took a few minutes. The night light is perfect for the size of bathroom it is in.  If the motor lasts longer than 3 mos. (which is all my Jerdon dryer lasted,) this is an excellent product!!!!",85,neu,3.9909090909090907,1.0,0.0001295001295001295,0.0005163322556404222
11256,685652978,conair soft bonnet hair dryer 1 ea,2.0,7.0,8.0,0.0,0.0,I used it for 3 weeks and it broke!,I used it for 3 weeks and the motor made tons of noise and then stopped.  It did not work well from the beginning and the motor got worse with each use. I used it about 10 times. I was Sooo disappointed.  At the price it was not worth returning..I dumped it.... what a waste of money . I am so upset with this conair product.. You get what you pay for. THe plus is the bonnet was soft...I kept the bonnet and threw out the dryer.,2007-06-08,I used it for 3 weeks and it broke! I used it for 3 weeks and the motor made tons of noise and then stopped.  It did not work well from the beginning and the motor got worse with each use. I used it about 10 times. I was Sooo disappointed.  At the price it was not worth returning..I dumped it.... what a waste of money . I am so upset with this conair product.. You get what you pay for. THe plus is the bonnet was soft...I kept the bonnet and threw out the dryer.,96,neg,2.25,0.875,0.0007931882931882932,0.0017253621098079612
11257,981727854,andis 80345 styler hair dryer,2.0,1.0,4.0,0.0,0.0,Disappointed,This Andis hair dryer is toooooooo big. <br />Very difficult to handle. <br />Not recommended!,2007-06-08,Disappointed This Andis hair dryer is toooooooo big. <br />Very difficult to handle. <br />Not recommended!,16,neg,2.0833333333333335,0.25,3.237503237503238e-05,6.505828888522442e-05
11259,218297570,t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer,2.0,3.0,7.0,0.0,0.0,WHAT A WASTE!,"This blowdryer is not worth the money!  I bought it less than a year ago and not only is the claim cut your blowdrying time in half a lie, (it takes me 1 hr and 15 minutes to blowdry my hair), lately it has been blowing out cold air all of a sudden in the middle of my blowdrying session.  Also, if you don't purchase from an authorized dealer your warranty will not be honored.  The t3 bespoke labs people don't even have an official website!  This is a farce! Don't waste your time and money.",2007-06-05,"WHAT A WASTE! This blowdryer is not worth the money!  I bought it less than a year ago and not only is the claim cut your blowdrying time in half a lie, (it takes me 1 hr and 15 minutes to blowdry my hair), lately it has been blowing out cold air all of a sudden in the middle of my blowdrying session.  Also, if you don't purchase from an authorized dealer your warranty will not be honored.  The t3 bespoke labs people don't even have an official website!  This is a farce! Don't waste your time and money.",99,neg,2.568939393939394,0.42857142857142855,0.00016650016650016647,0.00039965373397496005
11261,794852894,andis 33700 hangup pro turbo 1600w wall mount hair dryer with night light,4.0,0.0,0.0,0.0,0.0,Hand hand dryer,This is the nicest hair dryer we have ever owned. <br />this is number 3 we have purchased over the last 10 years. <br />the first cost $90.00 and had no night light.  <br />Now we buy the ones with the led night light uses little to no electricity. the dyrer is wonderfull. we bought it because the hotel we stayed in florida had them and thought what a great idea. no more wires or the unit on the counter. we also thought it must be good for everday use by different types of people. we really love it. <br />It will go into our new 2 baths so I will be buying two more soon.,2007-06-02,Hand hand dryer This is the nicest hair dryer we have ever owned. <br />this is number 3 we have purchased over the last 10 years. <br />the first cost $90.00 and had no night light.  <br />Now we buy the ones with the led night light uses little to no electricity. the dyrer is wonderfull. we bought it because the hotel we stayed in florida had them and thought what a great idea. no more wires or the unit on the counter. we also thought it must be good for everday use by different types of people. we really love it. <br />It will go into our new 2 baths so I will be buying two more soon.,119,neu,3.5414772727272728,0.0,0.0,0.0
11263,197856712,andis 1600w quiet hangup hair dryer with night light,3.0,1.0,2.0,0.0,0.0,no warranty,"night light went out after 2 months,  i found out the warranty was only for 1 month..... this is a good product but the warranty sucks. <br />I am going for a full refund through American Express.. not through Amazon .lost in the woods...",2007-05-27,"no warranty night light went out after 2 months,  i found out the warranty was only for 1 month..... this is a good product but the warranty sucks. <br />I am going for a full refund through American Express.. not through Amazon .lost in the woods...",46,neu,3.3833333333333333,0.5,6.475006475006475e-05,0.00020965483156439437
11264,223051644,andis hangup 1600w wall mount hair dryer,4.0,0.0,0.0,0.0,0.0,Just like a hotel room,I was looking for a simple wall mountable hair dryer; just like the ones found in a typical hotel room.  This fit the bill perfectly.  Good enough for my simple needs.  It's worked fine with no problems at all.,2007-05-26,Just like a hotel room I was looking for a simple wall mountable hair dryer; just like the ones found in a typical hotel room.  This fit the bill perfectly.  Good enough for my simple needs.  It's worked fine with no problems at all.,44,neu,3.3857142857142857,0.0,0.0,0.0
11267,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,0.0,0.0,0.0,0.0,Powerful and convenient,"I love my ANDIS Ionic Ceramic Hair dryer, I throw it in my travel bag, it has all the power of a bigger, heavier dryer.    I love the retracting cord and folding feature, it stores neatly at home as well.  Awesome product.",2007-05-22,"Powerful and convenient I love my ANDIS Ionic Ceramic Hair dryer, I throw it in my travel bag, it has all the power of a bigger, heavier dryer.    I love the retracting cord and folding feature, it stores neatly at home as well.  Awesome product.",45,neu,3.92,0.0,0.0,0.0
11268,805407843,"conair pro styler bonnet hair dryer, white",2.0,69.0,73.0,0.0,0.0,Poor quality,"I bought this hairdryer as a gift for my 84 year old mom and it does not work as promised. The adjustment for height is hard to use the dryer doesn't dry the back of the hair, just the front.Also, it has collapsed while she was sitting under it , so not only doesn't it work properly but it is also potentially dangerous . I would definitely not buy this hairdryer.",2007-05-22,"Poor quality I bought this hairdryer as a gift for my 84 year old mom and it does not work as promised. The adjustment for height is hard to use the dryer doesn't dry the back of the hair, just the front.Also, it has collapsed while she was sitting under it , so not only doesn't it work properly but it is also potentially dangerous . I would definitely not buy this hairdryer.",73,neg,2.7203703703703703,0.9452054794520548,0.008445892007535842,0.02103352324894723
11269,805407843,"conair pro styler bonnet hair dryer, white",3.0,60.0,61.0,0.0,0.0,Not Impressed,I would not advise anybody to buy this product. It is the noisest hard hat hair dryer I have ever heard. It takes extremely long to dry my hair. I wanted to send it back to the manufacterer but I have no money to waste on shipping so i decided to just live with it and consider it a loss.,2007-05-21,Not Impressed I would not advise anybody to buy this product. It is the noisest hard hat hair dryer I have ever heard. It takes extremely long to dry my hair. I wanted to send it back to the manufacterer but I have no money to waste on shipping so i decided to just live with it and consider it a loss.,62,neg,2.7222943722943724,0.9836065573770492,0.007642630593450266,0.02128464443784532
11270,670161917,andis micro turbo hair dryer,4.0,2.0,3.0,0.0,0.0,"Queens, New York","I travel quite often to beach resorts, I needed a dual voltage 220V hair dryer [not more than 1600 watts].  This hair dryer works very well.  I will buy soon an adapter plug [USA to Europe].  This is the best blow dryer I ever had.",2007-05-14,"Queens, New York I travel quite often to beach resorts, I needed a dual voltage 220V hair dryer [not more than 1600 watts].  This hair dryer works very well.  I will buy soon an adapter plug [USA to Europe].  This is the best blow dryer I ever had.",48,neu,3.543181818181818,0.6666666666666666,0.000172666839333506,0.0006304116511290727
11271,241892378,andis 33295 hangup pro turbo 1600w wall mount hair dryer,4.0,6.0,7.0,0.0,0.0,Nice but loud,"I picked this model because it didn't have the goofy nightlight and it is the same one they have installed at the local healthclub.  The quality seems on par with ones I've used in hotels, but it is loud on the highest setting.  My wife thought it had too much force with the nozzle on the front but you can take it off with a quarter turn.  Comes with those standard plastic inserts for drywall, but I used they kind that look like a big spiral that you twist right into the drwyall with a screwdriver.  It's pretty easy to mount with the included template or just use the metal backplate to mark the wall.  Shipped in a no-frills plain brown box, so I would imagine that it is marketed to hotels and installers that order them in bulk.",2007-05-14,"Nice but loud I picked this model because it didn't have the goofy nightlight and it is the same one they have installed at the local healthclub.  The quality seems on par with ones I've used in hotels, but it is loud on the highest setting.  My wife thought it had too much force with the nozzle on the front but you can take it off with a quarter turn.  Comes with those standard plastic inserts for drywall, but I used they kind that look like a big spiral that you twist right into the drwyall with a screwdriver.  It's pretty easy to mount with the included template or just use the metal backplate to mark the wall.  Shipped in a no-frills plain brown box, so I would imagine that it is marketed to hotels and installers that order them in bulk.",142,neu,3.4078231292517005,0.8571428571428571,0.0006660006660006659,0.002406857282000125
11272,486589264,andis pro style soft grip 1600 watt hair dryer,5.0,9.0,9.0,0.0,0.0,Great Dryer,This dryer is the perfect size for travel and its performance is outstanding.,2007-05-13,Great Dryer This dryer is the perfect size for travel and its performance is outstanding.,15,pos,4.533333333333333,1.0,0.0011655011655011655,0.005389169542385805
11274,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,0.0,0.0,0.0,0.0,Very happy,"Great hair dryer. I tried it in on of hotels, liked a lot and bought 5 for each room in the apartment. Powerful, nice grip, light and not too noisy. Great price, too.",2007-05-06,"Very happy Great hair dryer. I tried it in on of hotels, liked a lot and bought 5 for each room in the apartment. Powerful, nice grip, light and not too noisy. Great price, too.",35,pos,4.285714285714286,0.0,0.0,0.0
11276,197856712,andis 1600w quiet hangup hair dryer with night light,4.0,1.0,1.0,0.0,0.0,hair dryer,Previously I had Farberware 1500W wall mounted hair dryer & I was very happy with it.Even though Andis is 1600W still it feels little less powerful & all plastic doesn't look very durable.Handle is small & stumpy. <br />Otherwise it is O.K. Night light is a good feature.,2007-05-06,hair dryer Previously I had Farberware 1500W wall mounted hair dryer & I was very happy with it.Even though Andis is 1600W still it feels little less powerful & all plastic doesn't look very durable.Handle is small & stumpy. <br />Otherwise it is O.K. Night light is a good feature.,50,neu,3.4064814814814817,1.0,0.0001295001295001295,0.00046057559715920356
11277,685652978,conair soft bonnet hair dryer 1 ea,4.0,2.0,2.0,0.0,0.0,good hair dryer,"I like the hair dryer, but i don't like the fact that the bonnet doesn't stay puffed up with air as it dries your hair. the high choice of hot air does not give off extremely hot air as many dryers do, and this is a plus for me. i don't like to get scalded while i'm drying my hair.",2007-05-06,"good hair dryer I like the hair dryer, but i don't like the fact that the bonnet doesn't stay puffed up with air as it dries your hair. the high choice of hot air does not give off extremely hot air as many dryers do, and this is a plus for me. i don't like to get scalded while i'm drying my hair.",63,neu,3.7439999999999998,1.0,0.000259000259000259,0.000984407200358353
11279,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,4.0,35.0,36.0,0.0,0.0,Decent product,"I've been using a Super Solano professional dryer for years but was burning my hair, so, after a lot of internet research, decided to try this model.  This dryer does not push out as much air, but it is much lighter and quieter - which at first made me think it was not doing as good a job.  To my surprise, it actually did a better job in the same amount of time.  Despite the heat, no burning occurred, and my slightly wavy hair was nice and straight, shiny and smooth.  Not really sure what ions or tourmaline do, but the results are solid.",2007-05-02,"Decent product I've been using a Super Solano professional dryer for years but was burning my hair, so, after a lot of internet research, decided to try this model.  This dryer does not push out as much air, but it is much lighter and quieter - which at first made me think it was not doing as good a job.  To my surprise, it actually did a better job in the same amount of time.  Despite the heat, no burning occurred, and my slightly wavy hair was nice and straight, shiny and smooth.  Not really sure what ions or tourmaline do, but the results are solid.",106,neu,3.404166666666667,0.9722222222222222,0.004406601628823851,0.015816483624066548
11281,919751065,revlon 1875w volumizing hair dryer,2.0,2.0,2.0,0.0,0.0,It's going to explode!,"Okay, maybe not exactly explode, but very close.  After my 20+ year old Conair blow dryer was literally falling apart (but still working!), I decided it was time to treat myself to a new blow dryer a couple of weeks ago.  I have very thick, long, wavy hair that I usually let dry naturally after drying my bangs (maybe 5 minutes).  Yesterday I thought it would be nice to dry the whole mess and use the iron on it- something I may do once a month because of the time and effort it takes.   I kick it up to the high setting and become aware of a hot smell after a couple of minutes, but think that since I don't use this setting very often, it's just using coils it doesn't usually use- wrong!  Soon it pops, hisses, and glows a nice yellow-red color before shutting off.  I then realize that even the grip is hot and that the snake of smoke coming out of the end of the blow dryer is a death knell for my brand new device!  I hope that maybe it'll work again after cooling off, much to my husband's amusement who said that smell only comes with electronic death, but no, it's forever dead.",2007-04-22,"It's going to explode! Okay, maybe not exactly explode, but very close.  After my 20+ year old Conair blow dryer was literally falling apart (but still working!), I decided it was time to treat myself to a new blow dryer a couple of weeks ago.  I have very thick, long, wavy hair that I usually let dry naturally after drying my bangs (maybe 5 minutes).  Yesterday I thought it would be nice to dry the whole mess and use the iron on it- something I may do once a month because of the time and effort it takes.   I kick it up to the high setting and become aware of a hot smell after a couple of minutes, but think that since I don't use this setting very often, it's just using coils it doesn't usually use- wrong!  Soon it pops, hisses, and glows a nice yellow-red color before shutting off.  I then realize that even the grip is hot and that the snake of smoke coming out of the end of the blow dryer is a death knell for my brand new device!  I hope that maybe it'll work again after cooling off, much to my husband's amusement who said that smell only comes with electronic death, but no, it's forever dead.",213,neu,3.134114219114219,1.0,0.000259000259000259,0.0007422481512385471
11303,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,1.0,1.0,0.0,0.0,Perfect,"I dropped my last full-sized ionic hair dryer in the toilet, so I have been using the Andis on a daily basis now.  It works just as well or better and leaves my hair feeling silky and shiny.  I highly recommend it, if for nothing other than the low price!",2007-04-12,"Perfect I dropped my last full-sized ionic hair dryer in the toilet, so I have been using the Andis on a daily basis now.  It works just as well or better and leaves my hair feeling silky and shiny.  I highly recommend it, if for nothing other than the low price!",51,neu,3.3754166666666667,1.0,0.0001295001295001295,0.0004578389472433034
11305,685652978,conair soft bonnet hair dryer 1 ea,4.0,5.0,5.0,0.0,0.0,I'm pleased!,None available.,2007-04-10,I'm pleased! None available.,4,pos,4.025,1.0,0.0006475006475006475,0.0025649647611473707
11306,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,0.0,0.0,0.0,0.0,Love this hair dryer!,"Okay, I haven't owned a new hair dryer for over 25 years, but I must say, this one is exactly perfect and has everything I would ever want in a hair dryer.  It has a retractible chord and is and dries my hair quickly, leaving it soft and frizz-free.  I highly recommend this product.",2007-04-09,"Love this hair dryer! Okay, I haven't owned a new hair dryer for over 25 years, but I must say, this one is exactly perfect and has everything I would ever want in a hair dryer.  It has a retractible chord and is and dries my hair quickly, leaving it soft and frizz-free.  I highly recommend this product.",58,neu,3.8156277056277057,0.0,0.0,0.0
11307,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",3.0,1.0,1.0,0.0,0.0,"Good product, but heavy","The product is really good, the hair becomes shine and soft. The only problem (which is a big one for me, since I have a lot of hair) is that it is heavier  than I exoected and I get really tired when I dry all my hair.",2007-04-05,"Good product, but heavy The product is really good, the hair becomes shine and soft. The only problem (which is a big one for me, since I have a lot of hair) is that it is heavier  than I exoected and I get really tired when I dry all my hair.",51,neu,3.2083333333333335,1.0,0.0001295001295001295,0.0004038427890804786
11310,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",3.0,259.0,288.0,0.0,0.0,Great concept but exceedingly short shelf life,"I eagerly snapped up this ionic hair dryer about over a year ago because of it's retractable cord and folding capabilities. Even the price was attractive. It really did take up little room in my bathroom drawer and the retractable cord was a plus. I thought I had the perfect blow dryer because it did what it was supposed to do and quickly. Now for the bad news:  the retractable cord became chewed up and frayed after daily use and it became apparent that the cord was ultimately going to fray completely in due time. Then, the folding handle, low and behold, broke in half one morning. (Of course, the warranty had long expired). This dryer is too fragile to consider using on a daily basis and I consider myself a careful person when it comes to handling small appliances such as hair dryers. When I've replaced hair dryers in the past, it was been because they've simply reached the end of their lifespans and burned out.  I'd caution anyone to consider this before buying because these 2 features alone, while very appealing, can shorten an otherwise good hairdryer's lifespan.  I've now purchased a T3 Tourmaline (a featherweight, quiet hairdryer with no retractable cord or folding handle) which seems to work just fine and appears to have a much longer lifespan.",2007-04-01,"Great concept but exceedingly short shelf life I eagerly snapped up this ionic hair dryer about over a year ago because of it's retractable cord and folding capabilities. Even the price was attractive. It really did take up little room in my bathroom drawer and the retractable cord was a plus. I thought I had the perfect blow dryer because it did what it was supposed to do and quickly. Now for the bad news:  the retractable cord became chewed up and frayed after daily use and it became apparent that the cord was ultimately going to fray completely in due time. Then, the folding handle, low and behold, broke in half one morning. (Of course, the warranty had long expired). This dryer is too fragile to consider using on a daily basis and I consider myself a careful person when it comes to handling small appliances such as hair dryers. When I've replaced hair dryers in the past, it was been because they've simply reached the end of their lifespans and burned out.  I'd caution anyone to consider this before buying because these 2 features alone, while very appealing, can shorten an otherwise good hairdryer's lifespan.  I've now purchased a T3 Tourmaline (a featherweight, quiet hairdryer with no retractable cord or folding handle) which seems to work just fine and appears to have a much longer lifespan.",228,neu,3.2459876543209876,0.8993055555555556,0.03016318814929926,0.09813068160591605
11311,221722169,hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex,3.0,7.0,9.0,0.0,0.0,Product is junk!!!!,"I recieved this product yesterday and used it first thing this morning.  I turned it on to high and the on/air flow button broke.  It is stuck on high and just slides up and down.  I had to un-plug it and re-plug it into the outlet to use it this morning.  This is made cheaply and is junk, do not spend your money on this dryer.",2007-03-30,"Product is junk!!!! I recieved this product yesterday and used it first thing this morning.  I turned it on to high and the on/air flow button broke.  It is stuck on high and just slides up and down.  I had to un-plug it and re-plug it into the outlet to use it this morning.  This is made cheaply and is junk, do not spend your money on this dryer.",69,neu,3.3257777777777777,0.7777777777777778,0.0007050562606118162,0.0022644421676018362
11312,791081896,hello kitty 1875 watt hair dryer,4.0,6.0,6.0,0.0,0.0,Cool hair dryer,I got this for christmas and I love it.  It is very high powered for being a Hello Kitty hair dryer.  I was surprised.  It is very cute with a great price.,2007-03-27,Cool hair dryer I got this for christmas and I love it.  It is very high powered for being a Hello Kitty hair dryer.  I was surprised.  It is very cute with a great price.,35,neu,3.8693333333333335,1.0,0.000777000777000777,0.0030080549042446137
11313,676407800,conair 1875 watt cord-keeper hair dryer; pink,4.0,0.0,0.0,0.0,0.0,"Very good, but consumes a lot of power.","Works well, and even the cool shot is very powerfull. This runs around 1800 watts and does not work in other voltages execpt for US. (Does not work for 50-210/240). Only works in 60-110V. The cord is long enough.",2007-03-22,"Very good, but consumes a lot of power. Works well, and even the cool shot is very powerfull. This runs around 1800 watts and does not work in other voltages execpt for US. (Does not work for 50-210/240). Only works in 60-110V. The cord is long enough.",47,neu,3.367142857142857,0.0,0.0,0.0
11315,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,3.0,6.0,6.0,0.0,0.0,"Good, but not great","When my Conair IonShine hairdryer broke two months ago, I tried to purchase the exact same model.  I liked the way it made my hair look: soft, shiny and without frizz.  Although this newer version of the Ion Shine hairdryer should have improved on the preceding models, it falls short of my older version.  The switches, which respond to very little pressure, are placed directly where I want to put my hand and it is inevitable that I end up accidentally switching the hairdryer off or changing the heat setting.  The hairdryer is also a bit unwieldy if one wants to use the extensions.  On the plus side, it speedily dries my hair and leaves it as shiny as my previous Ion Shine.",2007-03-21,"Good, but not great When my Conair IonShine hairdryer broke two months ago, I tried to purchase the exact same model.  I liked the way it made my hair look: soft, shiny and without frizz.  Although this newer version of the Ion Shine hairdryer should have improved on the preceding models, it falls short of my older version.  The switches, which respond to very little pressure, are placed directly where I want to put my hand and it is inevitable that I end up accidentally switching the hairdryer off or changing the heat setting.  The hairdryer is also a bit unwieldy if one wants to use the extensions.  On the plus side, it speedily dries my hair and leaves it as shiny as my previous Ion Shine.",127,neu,3.2009615384615384,1.0,0.000777000777000777,0.0024552437448121423
11317,218297570,t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer,4.0,15.0,18.0,0.0,0.0,Mel- from Seattle,"I normally don't like to invest in hair products/items that are this expensive, so I thought I would ask for it from my boyfriend on Valentine's Day. He bought me both the Featherweight hair dryer and the wet and dry narrow flat iron from t3. I love both of them! The hair dryer dries my hair in about 6 minutes (when it is wet from the shower)- I have asian hair so I can say that drying my hair isn't always a positive experience. However, if you dry your hair with the hot option first (doing the layers), then on the low option for the roots of your hair, and finishing with a blast of cool air all over, you will have shiny hair that is not poofy and is manageable.  <br />After using my t3 hair dryer, I don't know how I could not have it. Now, I want to get the overnight dryer. However, here is a warning. DO NOT EXPECT MIRACLES! If you have super frizzy hair or completely unmanageable hair, a hair dryer will not fix that. Perhaps you should invest in some better shampoo (I recommend Bumble and Bumble or Paul Mitchell) and perhaps a hair treatment at the salon. This dryer is great for getting the job done quickly and to make your hair look better (without that frizzy, burned look that other hair dryers give you).",2007-03-13,"Mel- from Seattle I normally don't like to invest in hair products/items that are this expensive, so I thought I would ask for it from my boyfriend on Valentine's Day. He bought me both the Featherweight hair dryer and the wet and dry narrow flat iron from t3. I love both of them! The hair dryer dries my hair in about 6 minutes (when it is wet from the shower)- I have asian hair so I can say that drying my hair isn't always a positive experience. However, if you dry your hair with the hot option first (doing the layers), then on the low option for the roots of your hair, and finishing with a blast of cool air all over, you will have shiny hair that is not poofy and is manageable.  <br />After using my t3 hair dryer, I don't know how I could not have it. Now, I want to get the overnight dryer. However, here is a warning. DO NOT EXPECT MIRACLES! If you have super frizzy hair or completely unmanageable hair, a hair dryer will not fix that. Perhaps you should invest in some better shampoo (I recommend Bumble and Bumble or Paul Mitchell) and perhaps a hair treatment at the salon. This dryer is great for getting the job done quickly and to make your hair look better (without that frizzy, burned look that other hair dryers give you).",236,neu,3.3021005509641874,0.8333333333333334,0.0016187516187516188,0.005823472898507793
11324,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",4.0,0.0,1.0,0.0,0.0,Works great,"I really like this hair dryer.  It dries quickly, not real noisy, and the retractable cord is a great convenience in my tiny bathroom.",2007-03-09,"Works great I really like this hair dryer.  It dries quickly, not real noisy, and the retractable cord is a great convenience in my tiny bathroom.",26,neu,3.68,0.0,0.0,0.0
11325,453645026,turbo power turbo 1500 professional hair dryer,5.0,1.0,1.0,0.0,0.0,Wonderful Dryer,This dryer is absolutely wonderful.  My hair has never been so straight.,2007-03-08,Wonderful Dryer This dryer is absolutely wonderful.  My hair has never been so straight.,14,pos,4.466666666666667,1.0,0.0001295001295001295,0.0005926738980808812
11331,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",4.0,0.0,1.0,0.0,0.0,Jerdon 1600W Wall Mount Hair Dryer,So far this dryer is working great!  Another brand didn't last 1 year so I hope this one lasts longer.,2007-01-30,Jerdon 1600W Wall Mount Hair Dryer So far this dryer is working great!  Another brand didn't last 1 year so I hope this one lasts longer.,26,neu,3.7333333333333334,0.0,0.0,0.0
